Day-0_pH,Day-0_TDS,Day-0_Temperature,Day-0_Turbidity,Day-0_Dissolved Oxygen,Day-0_Salinity,Day-1_pH,Day-1_TDS,Day-1_Temperature,Day-1_Turbidity,Day-1_Dissolved Oxygen,Day-1_Salinity,Day-2_pH,Day-2_TDS,Day-2_Temperature,Day-2_Turbidity,Day-2_Dissolved Oxygen,Day-2_Salinity,Day-3_pH,Day-3_TDS,Day-3_Temperature,Day-3_Turbidity,Day-3_Dissolved Oxygen,Day-3_Salinity,Day-4_pH,Day-4_TDS,Day-4_Temperature,Day-4_Turbidity,Day-4_Dissolved Oxygen,Day-4_Salinity
6.716968972,130.9197847,15.13915175,81.61273804,8.544339302,0.130919785,7.599025727,678.0316936,19.80253241,108.9362792,6.678987036,0.678031694,7.227780075,1141.50209,17.01614394,36.98528146,7.793542423,1.14150209,6.664916561,1722.973082,20.20422736,106.3755387,6.518309057,1.722973082,7.947411579,1350.508523,18.54086589,48.1338411,7.183653644,1.350508523
7.599025727,678.0316936,19.80253241,108.9362792,6.678987036,0.678031694,7.227780075,1141.50209,17.01614394,36.98528146,7.793542423,1.14150209,6.664916561,1722.973082,20.20422736,106.3755387,6.518309057,1.722973082,7.947411579,1350.508523,18.54086589,48.1338411,7.183653644,1.350508523,6.057975443,899.0228306,15.5704005,126.4886935,8.371839801,0.899022831
7.227780075,1141.50209,17.01614394,36.98528146,7.793542423,1.14150209,6.664916561,1722.973082,20.20422736,106.3755387,6.518309057,1.722973082,7.947411579,1350.508523,18.54086589,48.1338411,7.183653644,1.350508523,6.057975443,899.0228306,15.5704005,126.4886935,8.371839801,0.899022831,6.668578594,1908.584223,33.18608293,21.72137864,1.325566829,1.908584223
6.664916561,1722.973082,20.20422736,106.3755387,6.518309057,1.722973082,7.947411579,1350.508523,18.54086589,48.1338411,7.183653644,1.350508523,6.057975443,899.0228306,15.5704005,126.4886935,8.371839801,0.899022831,6.668578594,1908.584223,33.18608293,21.72137864,1.325566829,1.908584223,6.965447373,1452.528141,15.16446263,118.2394142,8.534214949,1.452528141
7.947411579,1350.508523,18.54086589,48.1338411,7.183653644,1.350508523,6.057975443,899.0228306,15.5704005,126.4886935,8.371839801,0.899022831,6.668578594,1908.584223,33.18608293,21.72137864,1.325566829,1.908584223,6.965447373,1452.528141,15.16446263,118.2394142,8.534214949,1.452528141,7.324279937,1863.822146,29.72164289,23.99116692,2.711342845,1.863822146
6.057975443,899.0228306,15.5704005,126.4886935,8.371839801,0.899022831,6.668578594,1908.584223,33.18608293,21.72137864,1.325566829,1.908584223,6.965447373,1452.528141,15.16446263,118.2394142,8.534214949,1.452528141,7.324279937,1863.822146,29.72164289,23.99116692,2.711342845,1.863822146,8.640703846,1078.796548,18.04295774,133.3664932,7.382816905,1.078796548
6.668578594,1908.584223,33.18608293,21.72137864,1.325566829,1.908584223,6.965447373,1452.528141,15.16446263,118.2394142,8.534214949,1.452528141,7.324279937,1863.822146,29.72164289,23.99116692,2.711342845,1.863822146,8.640703846,1078.796548,18.04295774,133.3664932,7.382816905,1.078796548,6.298695129,554.8633358,33.24459244,52.58863254,1.302163024,0.554863336
6.965447373,1452.528141,15.16446263,118.2394142,8.534214949,1.452528141,7.324279937,1863.822146,29.72164289,23.99116692,2.711342845,1.863822146,8.640703846,1078.796548,18.04295774,133.3664932,7.382816905,1.078796548,6.298695129,554.8633358,33.24459244,52.58863254,1.302163024,0.554863336,7.556937754,153.0120384,32.85591879,101.6150711,1.457632483,0.153012038
7.324279937,1863.822146,29.72164289,23.99116692,2.711342845,1.863822146,8.640703846,1078.796548,18.04295774,133.3664932,7.382816905,1.078796548,6.298695129,554.8633358,33.24459244,52.58863254,1.302163024,0.554863336,7.556937754,153.0120384,32.85591879,101.6150711,1.457632483,0.153012038,7.869658275,1465.86546,28.07802293,78.25031901,3.368790829,1.46586546
8.640703846,1078.796548,18.04295774,133.3664932,7.382816905,1.078796548,6.298695129,554.8633358,33.24459244,52.58863254,1.302163024,0.554863336,7.556937754,153.0120384,32.85591879,101.6150711,1.457632483,0.153012038,7.869658275,1465.86546,28.07802293,78.25031901,3.368790829,1.46586546,5.685801651,286.5408461,28.444683,61.28244034,3.222126802,0.286540846
6.298695129,554.8633358,33.24459244,52.58863254,1.302163024,0.554863336,7.556937754,153.0120384,32.85591879,101.6150711,1.457632483,0.153012038,7.869658275,1465.86546,28.07802293,78.25031901,3.368790829,1.46586546,5.685801651,286.5408461,28.444683,61.28244034,3.222126802,0.286540846,7.930179408,640.4115001,15.10678284,100.3618566,8.557286864,0.6404115
7.556937754,153.0120384,32.85591879,101.6150711,1.457632483,0.153012038,7.869658275,1465.86546,28.07802293,78.25031901,3.368790829,1.46586546,5.685801651,286.5408461,28.444683,61.28244034,3.222126802,0.286540846,7.930179408,640.4115001,15.10678284,100.3618566,8.557286864,0.6404115,6.182096495,1088.31827,34.69743132,142.6532173,0.721027471,1.08831827
7.869658275,1465.86546,28.07802293,78.25031901,3.368790829,1.46586546,5.685801651,286.5408461,28.444683,61.28244034,3.222126802,0.286540846,7.930179408,640.4115001,15.10678284,100.3618566,8.557286864,0.6404115,6.182096495,1088.31827,34.69743132,142.6532173,0.721027471,1.08831827,5.760206372,1150.612346,32.55665207,15.77776463,1.577339171,1.150612346
5.685801651,286.5408461,28.444683,61.28244034,3.222126802,0.286540846,7.930179408,640.4115001,15.10678284,100.3618566,8.557286864,0.6404115,6.182096495,1088.31827,34.69743132,142.6532173,0.721027471,1.08831827,5.760206372,1150.612346,32.55665207,15.77776463,1.577339171,1.150612346,9.295542149,1221.137234,32.90212451,138.6393998,1.439150194,1.221137234
7.930179408,640.4115001,15.10678284,100.3618566,8.557286864,0.6404115,6.182096495,1088.31827,34.69743132,142.6532173,0.721027471,1.08831827,5.760206372,1150.612346,32.55665207,15.77776463,1.577339171,1.150612346,9.295542149,1221.137234,32.90212451,138.6393998,1.439150194,1.221137234,9.362528132,374.1978942,28.18489074,95.2714317,3.326043704,0.374197894
6.182096495,1088.31827,34.69743132,142.6532173,0.721027471,1.08831827,5.760206372,1150.612346,32.55665207,15.77776463,1.577339171,1.150612346,9.295542149,1221.137234,32.90212451,138.6393998,1.439150194,1.221137234,9.362528132,374.1978942,28.18489074,95.2714317,3.326043704,0.374197894,8.733589392,790.4879394,21.89573857,123.0240021,5.841704571,0.790487939
5.760206372,1150.612346,32.55665207,15.77776463,1.577339171,1.150612346,9.295542149,1221.137234,32.90212451,138.6393998,1.439150194,1.221137234,9.362528132,374.1978942,28.18489074,95.2714317,3.326043704,0.374197894,8.733589392,790.4879394,21.89573857,123.0240021,5.841704571,0.790487939,6.718455077,1253.528743,32.87297298,63.74249348,1.450810807,1.253528743
9.295542149,1221.137234,32.90212451,138.6393998,1.439150194,1.221137234,9.362528132,374.1978942,28.18489074,95.2714317,3.326043704,0.374197894,8.733589392,790.4879394,21.89573857,123.0240021,5.841704571,0.790487939,6.718455077,1253.528743,32.87297298,63.74249348,1.450810807,1.253528743,5.890688456,1941.146786,20.83033856,76.05801648,6.267864575,1.941146786
9.362528132,374.1978942,28.18489074,95.2714317,3.326043704,0.374197894,8.733589392,790.4879394,21.89573857,123.0240021,5.841704571,0.790487939,6.718455077,1253.528743,32.87297298,63.74249348,1.450810807,1.253528743,5.890688456,1941.146786,20.83033856,76.05801648,6.267864575,1.941146786,8.236932106,1468.880719,26.25423087,131.6391053,4.098307653,1.468880719
8.733589392,790.4879394,21.89573857,123.0240021,5.841704571,0.790487939,6.718455077,1253.528743,32.87297298,63.74249348,1.450810807,1.253528743,5.890688456,1941.146786,20.83033856,76.05801648,6.267864575,1.941146786,8.236932106,1468.880719,26.25423087,131.6391053,4.098307653,1.468880719,7.260609975,1849.077326,16.99461945,68.07871577,7.802152221,1.849077326
6.718455077,1253.528743,32.87297298,63.74249348,1.450810807,1.253528743,5.890688456,1941.146786,20.83033856,76.05801648,6.267864575,1.941146786,8.236932106,1468.880719,26.25423087,131.6391053,4.098307653,1.468880719,7.260609975,1849.077326,16.99461945,68.07871577,7.802152221,1.849077326,5.988152939,1536.313514,33.4391126,84.85233934,1.224354959,1.536313514
5.890688456,1941.146786,20.83033856,76.05801648,6.267864575,1.941146786,8.236932106,1468.880719,26.25423087,131.6391053,4.098307653,1.468880719,7.260609975,1849.077326,16.99461945,68.07871577,7.802152221,1.849077326,5.988152939,1536.313514,33.4391126,84.85233934,1.224354959,1.536313514,7.48070764,1203.848089,17.81540916,12.82728923,7.473836338,1.203848089
8.236932106,1468.880719,26.25423087,131.6391053,4.098307653,1.468880719,7.260609975,1849.077326,16.99461945,68.07871577,7.802152221,1.849077326,5.988152939,1536.313514,33.4391126,84.85233934,1.224354959,1.536313514,7.48070764,1203.848089,17.81540916,12.82728923,7.473836338,1.203848089,5.637554084,424.4455698,19.49793611,32.20372082,6.800825554,0.42444557
7.260609975,1849.077326,16.99461945,68.07871577,7.802152221,1.849077326,5.988152939,1536.313514,33.4391126,84.85233934,1.224354959,1.536313514,7.48070764,1203.848089,17.81540916,12.82728923,7.473836338,1.203848089,5.637554084,424.4455698,19.49793611,32.20372082,6.800825554,0.42444557,9.137281608,1350.037021,26.16268316,99.83611112,4.134926735,1.350037021
5.988152939,1536.313514,33.4391126,84.85233934,1.224354959,1.536313514,7.48070764,1203.848089,17.81540916,12.82728923,7.473836338,1.203848089,5.637554084,424.4455698,19.49793611,32.20372082,6.800825554,0.42444557,9.137281608,1350.037021,26.16268316,99.83611112,4.134926735,1.350037021,6.535119926,1265.590154,30.28186,110.3767661,2.487255998,1.265590154
7.48070764,1203.848089,17.81540916,12.82728923,7.473836338,1.203848089,5.637554084,424.4455698,19.49793611,32.20372082,6.800825554,0.42444557,9.137281608,1350.037021,26.16268316,99.83611112,4.134926735,1.350037021,6.535119926,1265.590154,30.28186,110.3767661,2.487255998,1.265590154,8.150089137,1224.814882,27.38702612,91.56413115,3.645189553,1.224814882
5.637554084,424.4455698,19.49793611,32.20372082,6.800825554,0.42444557,9.137281608,1350.037021,26.16268316,99.83611112,4.134926735,1.350037021,6.535119926,1265.590154,30.28186,110.3767661,2.487255998,1.265590154,8.150089137,1224.814882,27.38702612,91.56413115,3.645189553,1.224814882,6.746844304,1005.082443,19.64267826,30.06340508,6.742928698,1.005082443
9.137281608,1350.037021,26.16268316,99.83611112,4.134926735,1.350037021,6.535119926,1265.590154,30.28186,110.3767661,2.487255998,1.265590154,8.150089137,1224.814882,27.38702612,91.56413115,3.645189553,1.224814882,6.746844304,1005.082443,19.64267826,30.06340508,6.742928698,1.005082443,7.580272085,1080.880378,15.01886085,72.35676,8.59245566,1.080880378
6.535119926,1265.590154,30.28186,110.3767661,2.487255998,1.265590154,8.150089137,1224.814882,27.38702612,91.56413115,3.645189553,1.224814882,6.746844304,1005.082443,19.64267826,30.06340508,6.742928698,1.005082443,7.580272085,1080.880378,15.01886085,72.35676,8.59245566,1.080880378,7.686841117,702.1629279,30.14301161,59.71326729,2.542795358,0.702162928
8.150089137,1224.814882,27.38702612,91.56413115,3.645189553,1.224814882,6.746844304,1005.082443,19.64267826,30.06340508,6.742928698,1.005082443,7.580272085,1080.880378,15.01886085,72.35676,8.59245566,1.080880378,7.686841117,702.1629279,30.14301161,59.71326729,2.542795358,0.702162928,6.239417822,1062.659751,34.70414652,79.39258816,0.718341393,1.062659751
6.746844304,1005.082443,19.64267826,30.06340508,6.742928698,1.005082443,7.580272085,1080.880378,15.01886085,72.35676,8.59245566,1.080880378,7.686841117,702.1629279,30.14301161,59.71326729,2.542795358,0.702162928,6.239417822,1062.659751,34.70414652,79.39258816,0.718341393,1.062659751,9.378338511,435.2340161,31.19826241,131.8460648,2.120695038,0.435234016
7.580272085,1080.880378,15.01886085,72.35676,8.59245566,1.080880378,7.686841117,702.1629279,30.14301161,59.71326729,2.542795358,0.702162928,6.239417822,1062.659751,34.70414652,79.39258816,0.718341393,1.062659751,9.378338511,435.2340161,31.19826241,131.8460648,2.120695038,0.435234016,8.600531293,1620.090075,24.20413236,118.6206014,4.918347055,1.620090075
7.686841117,702.1629279,30.14301161,59.71326729,2.542795358,0.702162928,6.239417822,1062.659751,34.70414652,79.39258816,0.718341393,1.062659751,9.378338511,435.2340161,31.19826241,131.8460648,2.120695038,0.435234016,8.600531293,1620.090075,24.20413236,118.6206014,4.918347055,1.620090075,9.257995766,412.2650617,33.07534523,21.75853019,1.369861909,0.412265062
6.239417822,1062.659751,34.70414652,79.39258816,0.718341393,1.062659751,9.378338511,435.2340161,31.19826241,131.8460648,2.120695038,0.435234016,8.600531293,1620.090075,24.20413236,118.6206014,4.918347055,1.620090075,9.257995766,412.2650617,33.07534523,21.75853019,1.369861909,0.412265062,9.079309402,215.6842653,23.19695346,134.6432877,5.321218615,0.215684265
9.378338511,435.2340161,31.19826241,131.8460648,2.120695038,0.435234016,8.600531293,1620.090075,24.20413236,118.6206014,4.918347055,1.620090075,9.257995766,412.2650617,33.07534523,21.75853019,1.369861909,0.412265062,9.079309402,215.6842653,23.19695346,134.6432877,5.321218615,0.215684265,7.891599915,900.6797514,25.49868168,76.04740116,4.400527326,0.900679751
8.600531293,1620.090075,24.20413236,118.6206014,4.918347055,1.620090075,9.257995766,412.2650617,33.07534523,21.75853019,1.369861909,0.412265062,9.079309402,215.6842653,23.19695346,134.6432877,5.321218615,0.215684265,7.891599915,900.6797514,25.49868168,76.04740116,4.400527326,0.900679751,9.18749694,1333.699507,24.54259535,114.1407003,4.782961861,1.333699507
9.257995766,412.2650617,33.07534523,21.75853019,1.369861909,0.412265062,9.079309402,215.6842653,23.19695346,134.6432877,5.321218615,0.215684265,7.891599915,900.6797514,25.49868168,76.04740116,4.400527326,0.900679751,9.18749694,1333.699507,24.54259535,114.1407003,4.782961861,1.333699507,5.853970008,903.5478086,23.95247745,29.60549238,5.019009019,0.903547809
9.079309402,215.6842653,23.19695346,134.6432877,5.321218615,0.215684265,7.891599915,900.6797514,25.49868168,76.04740116,4.400527326,0.900679751,9.18749694,1333.699507,24.54259535,114.1407003,4.782961861,1.333699507,5.853970008,903.5478086,23.95247745,29.60549238,5.019009019,0.903547809,6.28393145,589.6705573,30.50381539,103.9007336,2.398473846,0.589670557
7.891599915,900.6797514,25.49868168,76.04740116,4.400527326,0.900679751,9.18749694,1333.699507,24.54259535,114.1407003,4.782961861,1.333699507,5.853970008,903.5478086,23.95247745,29.60549238,5.019009019,0.903547809,6.28393145,589.6705573,30.50381539,103.9007336,2.398473846,0.589670557,5.680909156,1138.433809,25.53537815,43.08564247,4.385848742,1.138433809
9.18749694,1333.699507,24.54259535,114.1407003,4.782961861,1.333699507,5.853970008,903.5478086,23.95247745,29.60549238,5.019009019,0.903547809,6.28393145,589.6705573,30.50381539,103.9007336,2.398473846,0.589670557,5.680909156,1138.433809,25.53537815,43.08564247,4.385848742,1.138433809,6.801321323,726.6545541,21.33434244,71.3733256,6.066263024,0.726654554
5.853970008,903.5478086,23.95247745,29.60549238,5.019009019,0.903547809,6.28393145,589.6705573,30.50381539,103.9007336,2.398473846,0.589670557,5.680909156,1138.433809,25.53537815,43.08564247,4.385848742,1.138433809,6.801321323,726.6545541,21.33434244,71.3733256,6.066263024,0.726654554,7.054709159,1869.091996,20.16316335,12.36080181,6.534734659,1.869091996
6.28393145,589.6705573,30.50381539,103.9007336,2.398473846,0.589670557,5.680909156,1138.433809,25.53537815,43.08564247,4.385848742,1.138433809,6.801321323,726.6545541,21.33434244,71.3733256,6.066263024,0.726654554,7.054709159,1869.091996,20.16316335,12.36080181,6.534734659,1.869091996,6.585396127,1849.158022,15.75494634,31.22548931,8.298021464,1.849158022
5.680909156,1138.433809,25.53537815,43.08564247,4.385848742,1.138433809,6.801321323,726.6545541,21.33434244,71.3733256,6.066263024,0.726654554,7.054709159,1869.091996,20.16316335,12.36080181,6.534734659,1.869091996,6.585396127,1849.158022,15.75494634,31.22548931,8.298021464,1.849158022,8.814950037,1029.625049,26.66390324,22.89126904,3.934438705,1.029625049
6.801321323,726.6545541,21.33434244,71.3733256,6.066263024,0.726654554,7.054709159,1869.091996,20.16316335,12.36080181,6.534734659,1.869091996,6.585396127,1849.158022,15.75494634,31.22548931,8.298021464,1.849158022,8.814950037,1029.625049,26.66390324,22.89126904,3.934438705,1.029625049,6.927013307,689.3737883,19.59922831,43.56418421,6.760308677,0.689373788
7.054709159,1869.091996,20.16316335,12.36080181,6.534734659,1.869091996,6.585396127,1849.158022,15.75494634,31.22548931,8.298021464,1.849158022,8.814950037,1029.625049,26.66390324,22.89126904,3.934438705,1.029625049,6.927013307,689.3737883,19.59922831,43.56418421,6.760308677,0.689373788,6.623738039,1487.408207,17.96267844,24.0025326,7.414928624,1.487408207
6.585396127,1849.158022,15.75494634,31.22548931,8.298021464,1.849158022,8.814950037,1029.625049,26.66390324,22.89126904,3.934438705,1.029625049,6.927013307,689.3737883,19.59922831,43.56418421,6.760308677,0.689373788,6.623738039,1487.408207,17.96267844,24.0025326,7.414928624,1.487408207,7.670784333,121.5902398,28.07659928,106.8674037,3.369360289,0.12159024
8.814950037,1029.625049,26.66390324,22.89126904,3.934438705,1.029625049,6.927013307,689.3737883,19.59922831,43.56418421,6.760308677,0.689373788,6.623738039,1487.408207,17.96267844,24.0025326,7.414928624,1.487408207,7.670784333,121.5902398,28.07659928,106.8674037,3.369360289,0.12159024,6.0636969,975.7995618,28.62418516,14.06558631,3.150325937,0.975799562
6.927013307,689.3737883,19.59922831,43.56418421,6.760308677,0.689373788,6.623738039,1487.408207,17.96267844,24.0025326,7.414928624,1.487408207,7.670784333,121.5902398,28.07659928,106.8674037,3.369360289,0.12159024,6.0636969,975.7995618,28.62418516,14.06558631,3.150325937,0.975799562,8.708787923,705.8306188,30.04309785,96.48367009,2.582760862,0.705830619
6.623738039,1487.408207,17.96267844,24.0025326,7.414928624,1.487408207,7.670784333,121.5902398,28.07659928,106.8674037,3.369360289,0.12159024,6.0636969,975.7995618,28.62418516,14.06558631,3.150325937,0.975799562,8.708787923,705.8306188,30.04309785,96.48367009,2.582760862,0.705830619,5.798202575,1845.044976,25.07153793,29.69909632,4.571384829,1.845044976
7.670784333,121.5902398,28.07659928,106.8674037,3.369360289,0.12159024,6.0636969,975.7995618,28.62418516,14.06558631,3.150325937,0.975799562,8.708787923,705.8306188,30.04309785,96.48367009,2.582760862,0.705830619,5.798202575,1845.044976,25.07153793,29.69909632,4.571384829,1.845044976,9.447547746,73.40590318,32.8810921,142.322604,1.447563158,0.073405903
6.0636969,975.7995618,28.62418516,14.06558631,3.150325937,0.975799562,8.708787923,705.8306188,30.04309785,96.48367009,2.582760862,0.705830619,5.798202575,1845.044976,25.07153793,29.69909632,4.571384829,1.845044976,9.447547746,73.40590318,32.8810921,142.322604,1.447563158,0.073405903,8.588979077,1127.989008,33.72685507,140.6331702,1.109257973,1.127989008
8.708787923,705.8306188,30.04309785,96.48367009,2.582760862,0.705830619,5.798202575,1845.044976,25.07153793,29.69909632,4.571384829,1.845044976,9.447547746,73.40590318,32.8810921,142.322604,1.447563158,0.073405903,8.588979077,1127.989008,33.72685507,140.6331702,1.109257973,1.127989008,6.294862726,1494.293983,31.1474188,41.57043435,2.141032482,1.494293983
5.798202575,1845.044976,25.07153793,29.69909632,4.571384829,1.845044976,9.447547746,73.40590318,32.8810921,142.322604,1.447563158,0.073405903,8.588979077,1127.989008,33.72685507,140.6331702,1.109257973,1.127989008,6.294862726,1494.293983,31.1474188,41.57043435,2.141032482,1.494293983,5.522088468,995.7850757,27.71186964,96.01898175,3.515252144,0.995785076
9.447547746,73.40590318,32.8810921,142.322604,1.447563158,0.073405903,8.588979077,1127.989008,33.72685507,140.6331702,1.109257973,1.127989008,6.294862726,1494.293983,31.1474188,41.57043435,2.141032482,1.494293983,5.522088468,995.7850757,27.71186964,96.01898175,3.515252144,0.995785076,8.761845714,216.5359088,21.07441907,13.92074473,6.170232371,0.216535909
8.588979077,1127.989008,33.72685507,140.6331702,1.109257973,1.127989008,6.294862726,1494.293983,31.1474188,41.57043435,2.141032482,1.494293983,5.522088468,995.7850757,27.71186964,96.01898175,3.515252144,0.995785076,8.761845714,216.5359088,21.07441907,13.92074473,6.170232371,0.216535909,8.327429375,1946.299711,34.65889843,140.450396,0.736440627,1.946299711
6.294862726,1494.293983,31.1474188,41.57043435,2.141032482,1.494293983,5.522088468,995.7850757,27.71186964,96.01898175,3.515252144,0.995785076,8.761845714,216.5359088,21.07441907,13.92074473,6.170232371,0.216535909,8.327429375,1946.299711,34.65889843,140.450396,0.736440627,1.946299711,8.416028672,1060.120341,20.48272334,83.21822315,6.406910662,1.060120341
5.522088468,995.7850757,27.71186964,96.01898175,3.515252144,0.995785076,8.761845714,216.5359088,21.07441907,13.92074473,6.170232371,0.216535909,8.327429375,1946.299711,34.65889843,140.450396,0.736440627,1.946299711,8.416028672,1060.120341,20.48272334,83.21822315,6.406910662,1.060120341,8.585081387,1247.663176,19.05313844,16.0512412,6.978744624,1.247663176
8.761845714,216.5359088,21.07441907,13.92074473,6.170232371,0.216535909,8.327429375,1946.299711,34.65889843,140.450396,0.736440627,1.946299711,8.416028672,1060.120341,20.48272334,83.21822315,6.406910662,1.060120341,8.585081387,1247.663176,19.05313844,16.0512412,6.978744624,1.247663176,5.796178607,511.3890763,23.84308228,57.94999902,5.06276709,0.511389076
